episode,steps,return
1664,15,-12
1665,25,-4
1666,28,-52
1667,29,-35
1668,16,5
1669,17,4
1670,15,-3
1671,17,-23
1672,21,-27
1673,19,-16
1674,25,-22
1675,18,-6
1676,21,-18
1677,16,-4
1678,15,-3
1679,23,-20
1680,18,-6
1681,18,-15
1682,30,-27
1683,27,-51
1684,18,-24
1685,21,-9
1686,16,5
1687,26,-5
1688,11,1
1689,19,-25
1690,22,-19
1691,14,-11
1692,12,9
1693,8,4
1694,16,-4
1695,25,-31
1696,62,-104
1697,27,-51
1698,16,-4
1699,27,-15
1700,59,-101
1701,31,-46
1702,20,-17
1703,32,-29
1704,26,-23
1705,43,-76
1706,16,5
1707,43,-58
1708,24,-48
1709,22,-19
1710,23,-11
1711,35,-23
1712,45,-87
1713,35,-77
1714,6,15
1715,19,-7
1716,11,10
1717,27,-15
1718,21,-45
1719,25,-40
1720,22,-28
1721,32,-47
1722,18,-6
1723,29,-26
1724,12,0
1725,21,-9
1726,22,-28
1727,27,-15
1728,14,7
1729,24,-30
1730,23,-20
1731,19,2
1732,28,-25
1733,24,-39
1734,13,8
1735,18,3
1736,25,-22
1737,15,6
1738,12,0
1739,20,-8
1740,15,-3
1741,14,-2
1742,21,-27
1743,16,5
1744,18,-6
1745,21,-9
1746,22,-19
1747,31,-46
1748,23,-38
1749,21,-27
1750,25,-13
1751,15,-12
1752,27,-24
1753,12,0
1754,21,-9
1755,18,-6
1756,28,-16
1757,17,4
1758,24,-48
1759,14,7
1760,12,9
1761,29,-53
1762,22,-10
1763,30,-27
1764,33,-48
1765,11,1
1766,14,-2
1767,30,-36
1768,27,-6
1769,20,-17
1770,23,-20
1771,14,7
1772,22,-10
1773,19,2
1774,25,-13
1775,17,-5
1776,18,-15
1777,26,-32
1778,15,-12
1779,18,-33
1780,16,-4
1781,13,-1
1782,21,-18
1783,17,-23
1784,22,-1
1785,26,-23
1786,11,10
1787,11,10
1788,16,5
1789,37,-70
1790,20,-8
1791,18,3
1792,19,-25
1793,19,-16
1794,18,-24
1795,12,0
1796,12,0
1797,25,-13
1798,19,-16
1799,14,-11
1800,11,10
1801,22,-19
1802,9,12
1803,14,-11
1804,34,-31
1805,16,-4
1806,23,-20
1807,44,-104
1808,19,-25
1809,29,-26
1810,22,-19
1811,15,6
1812,13,-1
1813,18,-15
1814,22,-28
1815,25,-31
1816,26,-14
1817,29,-53
1818,16,5
1819,15,-21
1820,7,14
1821,17,-32
1822,33,-30
1823,21,-9
1824,10,11
1825,28,-34
1826,24,-12
1827,26,-14
1828,15,-12
1829,23,-47
1830,16,-4
1831,30,-36
1832,34,-58
1833,19,-7
1834,12,0
1835,17,-5
1836,16,5
1837,13,-10
1838,21,-27
1839,38,-44
1840,22,-28
1841,36,-60
1842,12,-9
1843,32,-47
1844,23,-29
1845,21,-18
1846,15,6
1847,24,-21
1848,20,-17
1849,13,8
1850,17,-5
1851,11,-8
1852,24,-39
1853,21,-27
1854,12,9
1855,12,0
1856,19,-16
1857,22,-10
1858,20,-8
1859,13,8
1860,23,-20
1861,23,-29
1862,19,-7
1863,28,-52
1864,27,-60
1865,20,-8
1866,15,6
1867,17,-23
1868,17,-5
1869,24,-30
1870,17,-5
